time,open,high,low,close,EMA,Volume
2010-09-29,4987.593670686936,4987.593670686936,4918.793466373524,4926.04345703125,0,4940900
2010-09-30,4930.093743620065,4935.143541799251,4889.443893666925,4925.1435546875,0,6049500
2010-10-01,4945.393647521916,5022.993647031445,4945.393647521916,5018.79345703125,0,6633900
2010-10-04,5052.143049450862,5076.542918697828,5027.693375583954,5039.64306640625,0,6825000
2010-10-05,5039.843270997455,5070.9433265275,5033.643084083343,5046.693359375,0,6510100
2010-10-06,5100.64305351585,5102.493148687907,5069.693388041896,5091.04296875,0,7428400
2010-10-07,5104.642996395014,5125.292870802045,5040.493180838007,5052.89306640625,0,7681400
2010-10-08,5076.643006640271,5076.643006640271,5007.193393943788,5032.64306640625,0,5809000
2010-10-11,5075.893051627919,5080.9433377805135,5048.042991559704,5064.943359375,0,5055300
2010-10-12,5065.042917624963,5065.042917624963,5000.8432978875035,5027.443359375,0,5102600
2010-10-13,5047.543067849609,5124.292965413312,5034.04308586772,5121.79296875,0,6754600
2010-10-14,5146.392983524126,5159.943258275863,5070.193378935756,5084.7431640625,0,7386200
2010-10-15,5100.493523072111,5101.29332674397,4990.343760603466,4998.69384765625,0,5875000
2010-10-18,5026.193816563307,5026.193816563307,4932.443935541404,5001.69384765625,0,5259900
2010-10-19,5022.793396364989,5047.943754901947,4962.643570763293,4975.24365234375,0,5468800
2010-10-20,4961.893534345818,4985.393504186412,4934.993666524837,4946.04345703125,0,4851400
2010-10-21,4960.743266074066,5041.143059279684,4959.4932677708675,5035.89306640625,0,5181000
2010-10-22,5042.393524712091,5055.793410107633,4998.493677892974,5018.69384765625,0,5479600
2010-10-25,5037.993176185262,5077.593220204408,5037.993176185262,5046.943359375,0,5632500
2010-10-26,5052.693330026167,5059.643027614598,5025.643073811627,5031.09326171875,0,5221700
2010-10-27,5027.543405033081,5032.093692209685,4967.743676465779,4986.69384765625,0,4990200
2010-10-28,5001.643504480843,5022.29338041026,4951.043471549733,4962.3935546875,0,8157100
2010-10-29,4980.743642387793,4981.543446054393,4915.093823841989,4972.94384765625,0,6169400
2010-11-01,5013.793021715023,5057.893059709986,5013.793021715023,5052.943359375,0,5042300
2010-11-02,5058.3930697158485,5070.893052831488,5039.093291097538,5060.84326171875,0,5275500
2010-11-03,5078.193376561931,5109.693334265323,5078.193376561931,5090.9931640625,0,5903000
2010-11-04,5117.893136276184,5173.74316009638,5117.893136276184,5170.7431640625,0,4757300
2010-11-08,5209.4931174921185,5209.4931174921185,5162.542984207662,5174.2431640625,0,5612300
2010-11-09,5178.542994721908,5205.243154922761,5157.593315240221,5198.29296875,0,6012400
2010-11-10,5199.193342173225,5209.1933289920835,5181.243170521131,5186.14306640625,0,5566500
2010-11-11,5191.993067255103,5206.3929503710315,5108.292983705334,5119.4931640625,0,6637600
2010-11-12,5112.943720190993,5129.8436011324375,5002.393567224894,5012.29345703125,0,7036700
2010-11-15,5016.793003995178,5047.0429629887685,4980.5430531350885,5042.79296875,0,5780300
2010-11-16,5054.743499764026,5054.743499764026,4922.643571983992,4936.09375,0,5928900
2010-11-18,4983.893498342856,4983.893498342856,4857.543563038611,4940.04345703125,0,6862300
2010-11-19,4946.843623976934,4946.843623976934,4834.743673020113,4850.54345703125,0,5760500
2010-11-22,4867.2935464569655,4942.04345034562,4855.943951674958,4936.84375,0,4972500
2010-11-23,4915.7934065967265,4915.7934065967265,4785.293576447184,4877.04345703125,0,5963700
2010-11-24,4883.6434695962,4915.093623482478,4797.543485351067,4819.04345703125,0,5336300
2010-11-25,4828.993537043887,4842.64342111911,4730.193864586415,4742.84375,0,8929600
2010-11-26,4758.6434445620735,4762.94373169506,4588.893674923303,4677.49365234375,0,10386300
2010-11-29,4698.293508159321,4742.543448856726,4669.693937112707,4736.44384765625,0,6317500
2010-11-30,4726.343823082621,4795.843730816315,4696.393667531184,4781.3935546875,0,7784500
2010-12-01,4785.943965267612,4881.693840626366,4785.943965267612,4876.29345703125,0,6186400
2010-12-02,4910.393562176671,4937.343722691855,4898.993674552147,4916.19384765625,0,6152700
2010-12-03,4917.143500855059,4920.943788876322,4854.2436803987885,4875.79345703125,0,5975600
2010-12-06,4898.193807160973,4932.643469263486,4860.993660364351,4867.1435546875,0,4668900
2010-12-07,4868.69381535431,4870.443813061105,4817.593784659769,4844.04345703125,0,5272800
2010-12-08,4831.893478307817,4831.893478307817,4760.093769078529,4774.44384765625,0,5435800
2010-12-09,4785.694150775523,4790.694144460316,4621.994162223129,4639.09423828125,0,6934200
2010-12-10,4636.093853969029,4718.193841056628,4600.693999300245,4713.29345703125,0,6486600
2010-12-13,4727.143605902167,4768.643550625239,4688.3438528950055,4765.59375,0,5429300
2010-12-14,4777.193889368001,4814.89354663532,4761.093812964015,4808.79345703125,0,4887400
2010-12-15,4801.643499548913,4809.343684593531,4739.4438754583125,4760.29345703125,0,5399700
2010-12-16,4770.293489663957,4799.643548465929,4728.643642457227,4794.94384765625,0,5623400
2010-12-20,4782.893567799079,4819.493616981609,4761.243694128786,4792.79345703125,0,4984400
2010-12-21,4800.093795557586,4838.743647157499,4800.093795557586,4834.79345703125,0,5010800
2010-12-22,4844.843727450612,4859.2934154828,4807.293483854512,4827.69384765625,0,5136900
2010-12-23,4839.493628183515,4845.743619954596,4812.8935655496725,4821.1435546875,0,3887300
2010-12-24,4799.343803182137,4842.893550752921,4799.343803182137,4839.8935546875,0,3871500
2010-12-27,4840.8437329732615,4865.693797956946,4823.393560604039,4827.8935546875,0,3235800
2010-12-28,4831.843744345624,4836.993639917862,4817.993664900612,4827.54345703125,0,3275600
2010-12-29,4832.593803335797,4876.4438438785755,4832.593803335797,4873.54345703125,0,3393700
2010-12-30,4874.643593513857,4906.843747152481,4874.643593513857,4904.6435546875,0,5569700
2010-12-31,4906.393599074384,4947.493643929192,4906.393599074384,4940.94384765625,0,4293400
2011-01-03,4964.4936559215885,4980.443830851515,4959.893564143751,4967.29345703125,0,4179500
2011-01-04,4975.593726310416,4988.243612455737,4947.093762805181,4957.09375,0,5243000
2011-01-05,4954.343683650674,4954.343683650674,4891.743667037825,4903.09375,0,4500400
2011-01-06,4918.04338787969,4926.79337646316,4850.893573149534,4865.04345703125,0,4850000
2011-01-07,4855.493512383324,4863.943696405199,4737.793474334494,4750.74365234375,0,4988500
2011-01-10,4748.944193440519,4750.594093699071,4624.194351103476,4636.1943359375,0,4733600
2011-01-11,4639.043927449627,4682.194263407158,4589.744185220322,4624.9443359375,0,5112500
2011-01-12,4650.143635147878,4716.193839097966,4597.14370657813,4709.84375,0,5583900
2011-01-13,4702.994060812582,4718.293846178711,4629.344251477672,4639.7939453125,0,5104400
2011-01-14,4639.944242017887,4691.543785187936,4557.144055286169,4566.744140625,0,4946800
2011-01-17,4563.59422547791,4583.043907482395,4544.7441520768825,4553.64404296875,0,4206300
2011-01-18,4568.894080495196,4604.793937094063,4568.594276189718,4598.34423828125,0,4280800
2011-01-19,4605.644015102824,4620.494093776714,4565.44435945745,4583.84423828125,0,4599600
2011-01-20,4564.6440850885165,4605.293935627449,4547.194400295423,4597.6943359375,0,4630500
2011-01-21,4586.994147897319,4610.543922539937,4579.944352203973,4592.6943359375,0,4114800
2011-01-24,4603.994171892462,4636.644032905382,4599.043982846311,4628.6943359375,0,4364000
2011-01-25,4639.694271847344,4667.494041043074,4585.194341427024,4589.494140625,0,4119800
2011-01-27,4610.2938203110225,4611.494014065615,4509.394048939884,4513.994140625,0,6598700
2011-01-28,4519.3441167263845,4519.3441167263845,4381.844298694552,4427.494140625,0,6161100
2011-01-31,4394.844277678349,4435.094224376392,4342.794053638356,4424.59423828125,0,5845800
2011-02-01,4441.844117516319,4446.344111457891,4342.094251811477,4352.14404296875,0,5671500
2011-02-02,4380.844213432617,4405.643984809779,4350.694351585292,4362.34423828125,0,5470200
2011-02-03,4361.4942310967235,4432.6943322335865,4353.54404629985,4429.89404296875,0,4635800
2011-02-04,4426.143926039006,4460.344075173497,4322.744163308541,4339.5439453125,0,5242700
2011-02-07,4358.394007396992,4362.94429421125,4323.5942497779115,4332.09423828125,0,4586600
2011-02-08,4352.044311991484,4352.044311991484,4250.244635784909,4255.69482421875,0,5230400
2011-02-09,4244.994543164916,4257.69472215165,4160.194847485319,4178.29443359375,0,7383800
2011-02-10,4174.194811449274,4193.794395544793,4128.244675403113,4164.29443359375,0,7565200
2011-02-11,4160.944924916066,4244.944818518902,4130.494768172785,4240.44482421875,0,7018200
2011-02-14,4257.04409120157,4371.094231100759,4257.04409120157,4365.744140625,0,5482500
2011-02-15,4372.194352508151,4404.394016509214,4330.544017542789,4384.59423828125,0,6226800
2011-02-16,4377.194354817704,4405.594219267487,4376.694355484853,4391.34423828125,0,5489500
2011-02-17,4402.293995064658,4443.844233200357,4382.244216836465,4439.994140625,0,5259700
2011-02-18,4446.094129826107,4483.493981969397,4355.043959070683,4365.2939453125,0,6012800
2011-02-21,4363.994192789025,4407.394037380165,4324.744245019325,4403.1943359375,0,4235900
2011-02-22,4395.394000065701,4400.04389616542,4342.39407123573,4363.4443359375,0,4854100
2011-02-23,4354.244119692632,4379.393988072058,4333.444343094756,4338.744140625,0,4580200
2011-02-24,4323.0442778131055,4327.49446743618,4187.894548253979,4201.19482421875,0,7593500
2011-02-25,4233.24462064645,4248.844698479056,4173.744696255388,4226.74462890625,0,5456700
2011-02-28,4241.39453852165,4343.194702750203,4233.644548322571,4247.14453125,0,7151100
2011-03-01,4273.894200201725,4397.944327665337,4273.894200201725,4391.744140625,0,5854500
2011-03-03,4367.744184497007,4425.293912558999,4355.694395853391,4400.6943359375,0,6063100
2011-03-04,4428.0942058824185,4455.043877055948,4395.944346315469,4403.744140625,0,4804600
2011-03-07,4377.043904196915,4377.043904196915,4308.894093722774,4346.5439453125,0,3885100
2011-03-08,4348.144099619688,4396.793937038823,4348.144099619688,4390.59423828125,0,3898300
2011-03-09,4402.444338398176,4422.494116411895,4369.494186921826,4404.2939453125,0,4526300
2011-03-10,4396.094219695897,4396.094219695897,4364.94435900222,4382.1943359375,0,3738000
2011-03-11,4361.244116951431,4388.893981997223,4320.7939762036685,4343.6943359375,0,4249100
2011-03-14,4338.794026351571,4402.744136496345,4338.794026351571,4399.64404296875,0,3818800
2011-03-15,4338.494135488663,4368.793899218794,4282.094309382753,4334.6943359375,0,4659800
2011-03-16,4349.144092794098,4401.744120187678,4349.144092794098,4386.4443359375,0,4163100
2011-03-17,4355.894030837259,4389.043888496818,4339.293955557001,4346.89404296875,0,3798800
2011-03-18,4362.643955386196,4370.3939448217625,4293.4443426847065,4298.39404296875,0,3594500
2011-03-21,4317.6440042412505,4318.994100053207,4276.2441584516155,4289.2939453125,0,3091300
2011-03-22,4303.594269294567,4336.293932040634,4302.244173466753,4326.494140625,0,3227900
2011-03-23,4325.1441075469365,4374.894040892335,4320.494211433084,4373.34423828125,0,3724400
2011-03-24,4385.194364458458,4410.144038314917,4385.194364458458,4406.64404296875,0,4402400
2011-03-25,4442.844304133772,4499.494132605463,4434.944412091577,4493.34423828125,0,4861700
2011-03-28,4488.394081743233,4530.793929102379,4488.394081743233,4518.2939453125,0,5205100
